ADDRESBR,ADDRESS,ASSET,BKCLASS,BKMO,BRCENM,BRNUM,BRSERTYP,BRSERTYPDESC,CALL,CB,CBSA_DIV_NAMB,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CITY2BR,CITYBR,CITYHCR,CLCODE,CNTRYNA,CNTRYNAB,CNTYNAMB,CNTYNUMB,CONSOLD,CSABR,CSANAMBR,DENOVO,DEPDOM,DEPSUM,DEPSUMBR,DIVISIONB,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,HCTMULT,ID,INSAGNT1,INSBRDD,INSBRTS,INSURED,METROBR,MICROBR,MSABR,MSANAMB,NAMEBR,NAMEFULL,NAMEHCR,NECNAMB,NECTABR,OCCDIST,OCCNAME,PLACENUM,REGAGNT,RSSDHCR,RSSDID,SIMS_ACQUIRED_DATE,SIMS_DESCRIPTION,SIMS_ESTABLISHED_DATE,SIMS_LATITUDE,SIMS_LONGITUDE,SIMS_PROJECTION,SPECDESC,SPECGRP,STALP,STALPBR,STALPHCR,STCNTY,STCNTYBR,STNAME,STNAMEBR,STNUMBR,UNINUMBR,UNIT,USA,YEAR,ZIP,ZIPBR,ZIPBR_RAW,ZIP_RAW
164 Delaware Avenue,127 Public Square,99137730,N,0,,1325,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Delmar,Delmar,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"45,880",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1325,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Elsmere Branch,KeyBank National Association,KEYCORP,,0,3,Central District,6354,OCC,1068025,280110,6/30/97,M,8/14/57,42.6289,-73.8104,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,213058,0,1,6/30/16,44114,12054,12054,44114
2050 Western Avenue,127 Public Square,99137730,N,0,,1329,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Guilderland,Guilderland,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"89,928",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1329,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Guilderland Branch,KeyBank National Association,KEYCORP,,0,3,Central District,31104,OCC,1068025,280110,6/30/97,POINTADDRESS,3/16/64,42.6978,-73.8892,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,213063,0,1,6/30/16,44114,12084,12084,44114
851 New Loudon Road,127 Public Square,99137730,N,0,,1334,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Latham,Latham,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"68,566",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1334,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Latham Branch,KeyBank National Association,KEYCORP,,0,3,Central District,17343,OCC,1068025,280110,6/30/97,STREETADDRESS,10/31/64,42.7524,-73.7595,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,213068,0,1,6/30/16,44114,12110,12110,44114
3 Maple Road,127 Public Square,99137730,N,0,,1353,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Voorheesville,Voorheesville,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"33,865",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1353,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Voorheesville Branch,KeyBank National Association,KEYCORP,,0,3,Central District,50672,OCC,1068025,280110,6/30/97,M,3/29/71,42.6431,-73.921,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,213094,0,1,6/30/16,44114,12186,12186,44114
112 Grand Concourse,127 Public Square,99137730,N,0,,1359,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"35,017",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1359,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Empire State Plaza Branch,KeyBank National Association,KEYCORP,,0,3,Central District,1000,OCC,1068025,280110,6/30/97,M,2/14/78,42.6844,-73.8246,US_Zipcode,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,213102,0,1,6/30/16,44114,12220,12220,44114
19 Corporate Woods Boulevard,127 Public Square,99137730,N,0,,1362,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"61,723",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1362,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Corporate Woods Park Branch,KeyBank National Association,KEYCORP,,0,3,Central District,17343,OCC,1068025,280110,6/30/97,M,4/1/85,42.6809,-73.7645,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,213105,0,1,6/30/16,44114,12211,12211,44114
911 Central Avenue,127 Public Square,99137730,N,0,,1575,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"86,895",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1575,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Westgate Branch,KeyBank National Association,KEYCORP,,0,3,Central District,1000,OCC,1068025,280110,6/30/97,M,12/20/58,42.6815,-73.7915,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,237050,0,1,6/30/16,44114,12206,12206,44114
370 Delaware Avenue,127 Public Square,99137730,N,0,,1577,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Delmar,Delmar,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"92,144",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1577,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",The Four Corners Branch,KeyBank National Association,KEYCORP,,0,3,Central District,6354,OCC,1068025,280110,6/30/97,M,12/28/74,42.6224,-73.832,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,237053,0,1,6/30/16,44114,12054,12054,44114
561 New Scotland Avenue,127 Public Square,99137730,N,0,,1579,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"38,261",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1579,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",New Scotland Branch,KeyBank National Association,KEYCORP,,0,3,Central District,1000,OCC,1068025,280110,6/30/97,PointAddress,10/31/61,42.6565,-73.8009,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,238501,0,1,6/30/16,44114,12208,12208,44114
388 Feaura Bush Road,127 Public Square,99137730,N,0,,1581,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Glenmont,Glenmont,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"39,050",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1581,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Glenmont Branch,KeyBank National Association,KEYCORP,,0,3,Central District,6354,OCC,1068025,280110,6/30/97,T,1/3/73,42.6017,-73.7945,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,238506,0,1,6/30/16,44114,12077,12077,44114
155 Wolf Road,127 Public Square,99137730,N,0,,1593,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"78,626",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1593,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Wolf Road Branch,KeyBank National Association,KEYCORP,,0,3,Central District,17343,OCC,1068025,280110,6/30/97,POINTADDRESS,6/3/71,42.7212,-73.8029,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,182038,0,1,6/30/16,44114,12205,12205,44114
1900 Central Avenue,127 Public Square,99137730,N,0,,1599,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"31,228",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1599,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Central Plaza Branch,KeyBank National Association,KEYCORP,,0,3,Central District,17343,OCC,1068025,280110,6/30/97,M,4/17/89,42.7347,-73.8525,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,238510,0,1,6/30/16,44114,12205,12205,44114
50 State Street,127 Public Square,99137730,N,0,,1634,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"7,125,079",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1634,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",State Capital,KeyBank National Association,KEYCORP,,0,3,Central District,1000,OCC,1068025,280110,,PointAddress,6/1/98,42.6488,-73.7516,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,242038,0,1,6/30/16,44114,12207,12207,44114
66 South Pearl Street,127 Public Square,99137730,N,0,,1800,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"18,322",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1800,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",Key Plaza Branch,KeyBank National Association,KEYCORP,,0,3,Central District,1000,OCC,1068025,280110,,,7/1/06,42.6477,-73.7539,0,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,467723,0,1,6/30/16,44114,12207,12207,44114
62 New Scotland Avenue,127 Public Square,99137730,N,0,,1837,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Albany,Albany,CLEVELAND,3,United States,United States,Albany,1,,104,"Albany-Schenectady, NY",0,78239739,0,"37,828",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1837,DIF,,,CB,,,10580,"Albany-Schenectady-Troy, NY",University Heights Branch,KeyBank National Association,KEYCORP,,0,3,Central District,1000,OCC,1068025,280110,,M,5/29/07,42.6524,-73.7763,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36001,Ohio,New York,36,479831,0,1,6/30/16,44114,12208,12208,44114
450 North Union Street,127 Public Square,99137730,N,0,,1552,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Olean,Olean,CLEVELAND,3,United States,United States,Cattaraugus,9,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"42,062",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1552,DIF,,,CB,,,0,,Olean Mall Branch,KeyBank National Association,KEYCORP,,0,3,Central District,54716,OCC,1068025,280110,6/30/97,M,1/3/77,42.0835,-78.4298,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36009,Ohio,New York,36,236448,0,1,6/30/16,44114,14760,14760,44114
8929 North Seneca Street,127 Public Square,99137730,N,0,,1482,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Weedsport,Weedsport,CLEVELAND,3,United States,United States,Cayuga,11,,532,"Syracuse-Auburn, NY",0,78239739,0,"17,123",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1482,DIF,,,CB,,,0,,Weedsport Branch,KeyBank National Association,KEYCORP,,0,3,Central District,10297,OCC,1068025,280110,6/30/97,M,3/19/56,43.0496,-76.5625,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36011,Ohio,New York,36,184041,0,1,6/30/16,44114,13166,13166,44114
110 Genesee Street,127 Public Square,99137730,N,0,,1490,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Auburn,Auburn,CLEVELAND,3,United States,United States,Cayuga,11,,532,"Syracuse-Auburn, NY",0,78239739,0,"45,243",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1490,DIF,,,CB,,,0,,Auburn Branch,KeyBank National Association,KEYCORP,,0,3,Central District,3078,OCC,1068025,280110,6/30/97,M,11/15/74,42.9311,-76.5673,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36011,Ohio,New York,36,184054,0,1,6/30/16,44114,13021,13021,44114
730 Foote Avenue,127 Public Square,99137730,N,0,,1527,12,"Full Service, Retail Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Jamestown,Jamestown,CLEVELAND,3,United States,United States,Chautauqua,13,,0,,0,78239739,0,"32,245",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1527,DIF,,,CB,,,0,,Is-Foote Avenue,KeyBank National Association,KEYCORP,,0,3,Central District,38264,OCC,1068025,280110,6/30/97,M,11/12/58,42.0806,-79.2289,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36013,Ohio,New York,36,182450,0,1,6/30/16,44114,14701,14701,44114
369 East Fairmount Avenue,127 Public Square,99137730,N,0,,1528,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Lakewood,Lakewood,CLEVELAND,3,United States,United States,Chautauqua,13,,0,,0,78239739,0,"57,632",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1528,DIF,,,CB,,,0,,Lakewood Branch,KeyBank National Association,KEYCORP,,0,3,Central District,11451,OCC,1068025,280110,6/30/97,M,11/29/69,42.0989,-79.2992,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36013,Ohio,New York,36,182454,0,1,6/30/16,44114,14750,14750,44114
50 East Main Street,127 Public Square,99137730,N,0,,1529,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Westfield,Westfield,CLEVELAND,3,United States,United States,Chautauqua,13,,0,,0,78239739,0,"23,024",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1529,DIF,,,CB,,,0,,Westfield Branch,KeyBank National Association,KEYCORP,,0,3,Central District,79950,OCC,1068025,280110,6/30/97,M,9/7/72,42.3229,-79.5767,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36013,Ohio,New York,36,182455,0,1,6/30/16,44114,14787,14787,44114
51 East Fourth Street,127 Public Square,99137730,N,0,,1570,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Dunkirk,Dunkirk,CLEVELAND,3,United States,United States,Chautauqua,13,,0,,0,78239739,0,"42,519",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1570,DIF,,,CB,,,0,,Dunkirk Branch,KeyBank National Association,KEYCORP,,0,3,Central District,21105,OCC,1068025,280110,6/30/97,M,1/1/78,42.4833,-79.3323,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36013,Ohio,New York,36,254931,0,1,6/30/16,44114,14048,14048,44114
888 Route 11,127 Public Square,99137730,N,0,,1317,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Champlain,Champlain,CLEVELAND,3,United States,United States,Clinton,19,,0,,0,78239739,0,"33,033",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1317,DIF,,,CB,,,0,,Champlain Branch,KeyBank National Association,KEYCORP,,0,3,Central District,13750,OCC,1068025,280110,6/30/97,M,6/3/46,44.9783,-73.4461,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36019,Ohio,New York,36,213049,0,1,6/30/16,44114,12919,12919,44114
2 Brinkerhoff Street,127 Public Square,99137730,N,0,,1338,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Plattsburgh,Plattsburgh,CLEVELAND,3,United States,United States,Clinton,19,,0,,0,78239739,0,"48,015",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1338,DIF,,,CB,,,0,,Plattsburgh Branch,KeyBank National Association,KEYCORP,,0,3,Central District,58574,OCC,1068025,280110,6/30/97,M,10/4/54,44.6971,-73.4533,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36019,Ohio,New York,36,213072,0,1,6/30/16,44114,12901,12901,44114
5063 United States Avenue,127 Public Square,99137730,N,0,,1339,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Plattsburgh,Plattsburgh,CLEVELAND,3,United States,United States,Clinton,19,,0,,0,78239739,0,"32,194",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1339,DIF,,,CB,,,0,,Skyway Branch,KeyBank National Association,KEYCORP,,0,3,Central District,58574,OCC,1068025,280110,6/30/97,M,7/6/56,44.6823,-73.4483,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36019,Ohio,New York,36,213073,0,1,6/30/16,44114,12901,12901,44114
380 Ny-3,127 Public Square,99137730,N,0,,1340,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Plattsburgh,Plattsburgh,CLEVELAND,3,United States,United States,Clinton,19,,0,,0,78239739,0,"113,104",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1340,DIF,,,CB,,,0,,Plattsburgh West Branch,KeyBank National Association,KEYCORP,,0,3,Central District,58585,OCC,1068025,280110,6/30/97,,7/1/63,44.6969,-73.4855,0,COMMERCIAL LENDING,4,OH,NY,OH,39035,36019,Ohio,New York,36,213075,0,1,6/30/16,44114,12901,12901,44114
179 Country Route 7a,127 Public Square,99137730,N,0,,1322,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Copake,Copake,CLEVELAND,3,United States,United States,Columbia,21,,104,"Albany-Schenectady, NY",0,78239739,0,"31,668",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1322,DIF,,,CB,,,0,,Roeliff Jansen Branch,KeyBank National Association,KEYCORP,,0,3,Central District,18102,OCC,1068025,280110,6/30/97,T,8/4/52,42.1122,-73.561,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36021,Ohio,New York,36,213054,0,1,6/30/16,44114,12516,12516,44114
160 Fairview Avenue,127 Public Square,99137730,N,0,,1591,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Hudson,Hudson,CLEVELAND,3,United States,United States,Columbia,21,,104,"Albany-Schenectady, NY",0,78239739,0,"105,033",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1591,DIF,,,CB,,,0,,Fairview Plaza Branch,KeyBank National Association,KEYCORP,,0,3,Central District,30565,OCC,1068025,280110,6/30/97,M,10/15/70,42.2548,-73.7673,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36021,Ohio,New York,36,182036,0,1,6/30/16,44114,12534,12534,44114
25 South Main Street,127 Public Square,99137730,N,0,,1494,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Homer,Homer,CLEVELAND,3,United States,United States,Cortland,23,,296,"Ithaca-Cortland, NY",0,78239739,0,"24,424",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1494,DIF,,,CB,,,0,,Homer Branch,KeyBank National Association,KEYCORP,,0,3,Central District,35287,OCC,1068025,280110,6/30/97,M,01/01/1884,42.6359,-76.1786,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36023,Ohio,New York,36,4728,0,1,6/30/16,44114,13077,13077,44114
320 Tompkins Street,127 Public Square,99137730,N,0,,1495,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Cortland,Cortland,CLEVELAND,3,United States,United States,Cortland,23,,296,"Ithaca-Cortland, NY",0,78239739,0,"22,000",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1495,DIF,,,CB,,,0,,Cortland Branch,KeyBank National Association,KEYCORP,,0,3,Central District,77596,OCC,1068025,280110,6/30/97,M,9/3/63,42.5865,-76.1984,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36023,Ohio,New York,36,213799,0,1,6/30/16,44114,13045,13045,44114
3 West Main Street,127 Public Square,99137730,N,0,,1387,11,"Full Service, Brick and Mortar Office",CALL,,"Dutchess County-Putnam County, NY",17534,FED,Comptroller of the Currency,OCC,Cleveland,Pawling,Pawling,CLEVELAND,3,United States,United States,Dutchess,27,,408,"New York-Newark, NY-NJ-CT-PA",0,78239739,0,"37,132",20524,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1387,DIF,,,CB,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",Pawling Branch,KeyBank National Association,KEYCORP,,0,3,Central District,56825,OCC,1068025,280110,6/30/97,M,01/01/1849,41.5618,-73.6018,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36027,Ohio,New York,36,4774,0,1,6/30/16,44114,12564,12564,44114
2600 Route 55,127 Public Square,99137730,N,0,,1388,11,"Full Service, Brick and Mortar Office",CALL,,"Dutchess County-Putnam County, NY",17534,FED,Comptroller of the Currency,OCC,Cleveland,Poughquag,Poughquag,CLEVELAND,3,United States,United States,Dutchess,27,,408,"New York-Newark, NY-NJ-CT-PA",0,78239739,0,"52,494",20524,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1388,DIF,,,CB,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",Poughquag Branch,KeyBank National Association,KEYCORP,,0,3,Central District,5452,OCC,1068025,280110,6/30/97,M,5/16/66,41.6224,-73.6836,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36027,Ohio,New York,36,214864,0,1,6/30/16,44114,12570,12570,44114
28 West Market Street,127 Public Square,99137730,N,0,,1389,11,"Full Service, Brick and Mortar Office",CALL,,"Dutchess County-Putnam County, NY",17534,FED,Comptroller of the Currency,OCC,Cleveland,Red Hook,Red Hook,CLEVELAND,3,United States,United States,Dutchess,27,,408,"New York-Newark, NY-NJ-CT-PA",0,78239739,0,"68,117",20524,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1389,DIF,,,CB,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",Red Hook Branch,KeyBank National Association,KEYCORP,,0,3,Central District,60905,OCC,1068025,280110,6/30/97,M,01/01/1865,41.9954,-73.8767,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36027,Ohio,New York,36,4779,0,1,6/30/16,44114,12571,12571,44114
55 Burnett Boulevard,127 Public Square,99137730,N,0,,1411,11,"Full Service, Brick and Mortar Office",CALL,,"Dutchess County-Putnam County, NY",17534,FED,Comptroller of the Currency,OCC,Cleveland,Poughkeepsie,Poughkeepsie,CLEVELAND,3,United States,United States,Dutchess,27,,408,"New York-Newark, NY-NJ-CT-PA",0,78239739,0,"33,015",20524,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1411,DIF,,,CB,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",Arlington-Poughkeepsie,KeyBank National Association,KEYCORP,,0,3,Central District,59652,OCC,1068025,280110,6/30/97,StreetAddress,6/27/47,41.699,-73.8888,100,COMMERCIAL LENDING,4,OH,NY,OH,39035,36027,Ohio,New York,36,279978,0,1,6/30/16,44114,12603,12603,44114
"738 Route 9, Ste 26",127 Public Square,99137730,N,0,,1572,11,"Full Service, Brick and Mortar Office",CALL,,"Dutchess County-Putnam County, NY",17534,FED,Comptroller of the Currency,OCC,Cleveland,Fishkill,Fishkill,CLEVELAND,3,United States,United States,Dutchess,27,,408,"New York-Newark, NY-NJ-CT-PA",0,78239739,0,"36,355",20524,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1572,DIF,,,CB,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",Fishkill Branch,KeyBank National Association,KEYCORP,,0,3,Central District,25978,OCC,1068025,280110,6/30/97,M,5/24/91,41.5381,-73.9004,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36027,Ohio,New York,36,213116,0,1,6/30/16,44114,12524,12524,44114
2515 South Road,127 Public Square,99137730,N,0,,1835,11,"Full Service, Brick and Mortar Office",CALL,,"Dutchess County-Putnam County, NY",17534,FED,Comptroller of the Currency,OCC,Cleveland,Poughkeepsie,Poughkeepsie,CLEVELAND,3,United States,United States,Dutchess,27,,408,"New York-Newark, NY-NJ-CT-PA",0,78239739,0,"7,934",20524,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1835,DIF,,,CB,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",Oakwood Commons Keycenter,KeyBank National Association,KEYCORP,,0,3,Central District,59652,OCC,1068025,280110,,M,3/10/08,41.6613,-73.9303,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36027,Ohio,New York,36,475469,0,1,6/30/16,44114,12601,12601,44114
274 Elmwood Avenue,127 Public Square,99137730,N,0,,1531,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Buffalo,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"41,176",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1531,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Stuyvesant Plaza Branch,KeyBank National Association,KEYCORP,,0,3,Central District,11000,OCC,1068025,280110,6/30/97,M,9/30/65,42.9043,-78.8772,US_Streets,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,229561,0,1,6/30/16,44114,14222,14222,44114
2157 Seneca Street,127 Public Square,99137730,N,0,,1532,11,"Full Service, Brick and Mortar Office",CALL,,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Buffalo,Buffalo,CLEVELAND,3,United States,United States,Erie,29,,160,"Buffalo-Cheektowaga, NY",0,78239739,0,"18,407",0,0,,9,Chicago,4,Cleveland,MULT,2016_17534_1532,DIF,,,CB,,,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",South Buffalo Branch,KeyBank National Association,KEYCORP,,0,3,Central District,11000,OCC,1068025,280110,6/30/97,M,3/1/37,42.8537,-78.8079,US_RoofTop,COMMERCIAL LENDING,4,OH,NY,OH,39035,36029,Ohio,New York,36,229562,0,1,6/30/16,44114,14210,14210,44114
